treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
object category "MageGloves",1,1,0,0,0,0,0,0
object category "LightGloves",1,1,0,0,0,0,0,0
object category "HeavyGloves",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Gloves_Uncommon"
new subtable "1,1"
object category "T_AMER_GEN_Gloves_Common",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Gloves_Rare"
new subtable "1,1"
object category "T_AMER_GEN_Gloves_Common",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Gloves_Epic"
new subtable "1,1"
object category "T_AMER_GEN_Gloves_Common",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Gloves_Legendary"
new subtable "1,1"
object category "T_AMER_GEN_Gloves_Common",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Gloves_Divine"
new subtable "1,1"
object category "T_AMER_GEN_Gloves_Common",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Leggings_Mage_Common"
new subtable "1,1"
object category "MageLowerBody",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Mage_Uncommon"
new subtable "1,1"
object category "MageLowerBody",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Mage_Rare"
new subtable "1,1"
object category "MageLowerBody",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Mage_Epic"
new subtable "1,1"
object category "MageLowerBody",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Leggings_Mage_Legendary"
new subtable "1,1"
object category "MageLowerBody",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Leggings_Mage_Divine"
new subtable "1,1"
object category "MageLowerBody",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Leggings_Light_Common"
new subtable "1,1"
object category "LightLowerBody",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Light_Uncommon"
new subtable "1,1"
object category "LightLowerBody",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Light_Rare"
new subtable "1,1"
object category "LightLowerBody",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Light_Epic"
new subtable "1,1"
object category "LightLowerBody",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Leggings_Light_Legendary"
new subtable "1,1"
object category "LightLowerBody",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Leggings_Light_Divine"
new subtable "1,1"
object category "LightLowerBody",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Leggings_Heavy_Common"
new subtable "1,1"
object category "HeavyLowerBody",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Heavy_Uncommon"
new subtable "1,1"
object category "HeavyLowerBody",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Heavy_Rare"
new subtable "1,1"
object category "HeavyLowerBody",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Heavy_Epic"
new subtable "1,1"
object category "HeavyLowerBody",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Leggings_Heavy_Legendary"
new subtable "1,1"
object category "HeavyLowerBody",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Leggings_Heavy_Divine"
new subtable "1,1"
object category "HeavyLowerBody",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Leggings_Common"
new subtable "1,1"
StartLevel "1"
EndLevel "2"
object category "MageLowerBody",1,1,0,0,0,0,0,0
object category "LightLowerBody",1,1,0,0,0,0,0,0
new subtable "1,1"
StartLevel "2"
object category "MageLowerBody",1,1,0,0,0,0,0,0
object category "LightLowerBody",1,1,0,0,0,0,0,0
object category "HeavyLowerBody",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Uncommon"
new subtable "1,1"
object category "T_AMER_GEN_Leggings_Common",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Rare"
new subtable "1,1"
object category "T_AMER_GEN_Leggings_Common",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Leggings_Epic"
new subtable "1,1"
object category "T_AMER_GEN_Leggings_Common",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Leggings_Legendary"
new subtable "1,1"
object category "T_AMER_GEN_Leggings_Common",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Leggings_Divine"
new subtable "1,1"
object category "T_AMER_GEN_Leggings_Common",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Boots_Mage_Common"
new subtable "1,1"
object category "MageBoots",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Boots_Mage_Uncommon"
new subtable "1,1"
object category "MageBoots",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Boots_Mage_Rare"
new subtable "1,1"
object category "MageBoots",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Boots_Mage_Epic"
new subtable "1,1"
object category "MageBoots",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Boots_Mage_Legendary"
new subtable "1,1"
object category "MageBoots",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Boots_Mage_Divine"
new subtable "1,1"
object category "MageBoots",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Boots_Light_Common"
new subtable "1,1"
object category "LightBoots",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Boots_Light_Uncommon"
new subtable "1,1"
object category "LightBoots",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Boots_Light_Rare"
new subtable "1,1"
object category "LightBoots",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Boots_Light_Epic"
new subtable "1,1"
object category "LightBoots",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Boots_Light_Legendary"
new subtable "1,1"
object category "LightBoots",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Boots_Light_Divine"
new subtable "1,1"
object category "LightBoots",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Boots_Heavy_Common"
new subtable "1,1"
object category "HeavyBoots",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Boots_Heavy_Uncommon"
new subtable "1,1"
object category "HeavyBoots",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Boots_Heavy_Rare"
new subtable "1,1"
object category "HeavyBoots",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Boots_Heavy_Epic"
new subtable "1,1"
object category "HeavyBoots",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Boots_Heavy_Legendary"
new subtable "1,1"
object category "HeavyBoots",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Boots_Heavy_Divine"
new subtable "1,1"
object category "HeavyBoots",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Boots_Common"
new subtable "1,1"
StartLevel "1"
EndLevel "2"
object category "MageBoots",1,1,0,0,0,0,0,0
object category "LightBoots",1,1,0,0,0,0,0,0
new subtable "1,1"
StartLevel "2"
object category "MageBoots",1,1,0,0,0,0,0,0
object category "LightBoots",1,1,0,0,0,0,0,0
object category "HeavyBoots",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Boots_Uncommon"
new subtable "1,1"
object category "T_AMER_GEN_Boots_Common",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Boots_Rare"
new subtable "1,1"
object category "T_AMER_GEN_Boots_Common",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Boots_Epic"
new subtable "1,1"
object category "T_AMER_GEN_Boots_Common",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Boots_Legendary"
new subtable "1,1"
object category "T_AMER_GEN_Boots_Common",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Boots_Divine"
new subtable "1,1"
object category "T_AMER_GEN_Boots_Common",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Amulet_Common"
new subtable "1,1"
object category "Amulet",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Amulet_Uncommon"
new subtable "1,1"
object category "Amulet",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Amulet_Rare"
new subtable "1,1"
object category "Amulet",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Amulet_Epic"
new subtable "1,1"
object category "Amulet",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Amulet_Legendary"
new subtable "1,1"
object category "Amulet",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Amulet_Divine"
new subtable "1,1"
object category "Amulet",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Ring_Common"
new subtable "1,1"
object category "Ring",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Ring_Uncommon"
new subtable "1,1"
object category "Ring",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Ring_Rare"
new subtable "1,1"
object category "Ring",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Ring_Epic"
new subtable "1,1"
object category "Ring",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Ring_Legendary"
new subtable "1,1"
object category "Ring",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Ring_Divine"
new subtable "1,1"
object category "Ring",1,0,0,0,0,0,1,0
new treasuretable "AMER_GEN_Belt_Common"
new subtable "1,1"
object category "Belt",1,1,0,0,0,0,0,0
new treasuretable "AMER_GEN_Belt_Uncommon"
new subtable "1,1"
object category "Belt",1,0,1,0,0,0,0,0
new treasuretable "AMER_GEN_Belt_Rare"
new subtable "1,1"
object category "Belt",1,0,0,1,0,0,0,0
new treasuretable "AMER_GEN_Belt_Epic"
new subtable "1,1"
object category "Belt",1,0,0,0,1,0,0,0
new treasuretable "AMER_GEN_Belt_Legendary"
new subtable "1,1"
object category "Belt",1,0,0,0,0,1,0,0
new treasuretable "AMER_GEN_Belt_Divine"
new subtable "1,1"
object category "Belt",1,0,0,0,0,0,1,0
new treasuretable "Luck1"
new subtable "0,19;1,1"
object category "T_ST_RandomLootSuper",1,0,0,0,0,0,0,0
object category "NeoGoldReward_Medium",1,0,0,0,0,0,0,0
new treasuretable "Luck2"
new subtable "0,19;1,1"
object category "T_ST_WeaponNormal",1,0,1,0,0,0,0,0
object category "T_ST_ArmorNormal",1,0,1,0,0,0,0,0
object category "T_ST_RingAmuletBeltNormal",1,0,1,0,0,0,0,0
object category "T_ST_RandomLootSuper",3,0,0,0,0,0,0,0
new treasuretable "Luck3"
new subtable "0,19;1,1"
object category "T_ST_WeaponNormal",1,0,5,1,0,0,0,0
object category "T_ST_ArmorNormal",1,0,5,1,0,0,0,0
object category "T_ST_RingAmuletBeltNormal",1,0,5,1,0,0,0,0
new treasuretable "Luck4"
new subtable "0,19;1,1"
object category "T_ST_WeaponNormal",1,0,3,1,0,0,0,0
object category "T_ST_ArmorNormal",1,0,3,1,0,0,0,0
object category "T_ST_RingAmuletBeltNormal",1,0,3,1,0,0,0,0
new treasuretable "Luck5"
new subtable "0,19;1,1"
object category "T_ST_WeaponNormal",1,0,1,2,1,0,0,0
object category "T_ST_ArmorNormal",1,0,1,2,1,0,0,0
object category "T_ST_RingAmuletBeltNormal",1,0,1,2,1,0,0,0
new treasuretable "Luck6"
new subtable "0,18;1,1"
object category "T_ST_WeaponNormal",1,0,4,9,5,2,0,0
object category "T_ST_ArmorNormal",1,0,4,9,5,2,0,0
object category "T_ST_RingAmuletBeltNormal",1,0,4,9,5,2,0,0
new treasuretable "Luck7"
new subtable "0,17;1,1"
object category "T_ST_WeaponNormal",1,0,4,9,5,2,1,0
object category "T_ST_ArmorNormal",1,0,4,9,5,2,1,0
object category "T_ST_RingAmuletBeltNormal",1,0,4,9,5,2,1,0
new treasuretable "Luck8"
new subtable "0,16;1,1"
object category "T_ST_WeaponNormal",1,0,2,9,5,2,1,0
object category "T_ST_ArmorNormal",1,0,2,9,5,2,1,0
object category "T_ST_RingAmuletBeltNormal",1,0,2,9,5,2,1,0
new treasuretable "Luck9"
new subtable "0,15;1,1"
object category "T_ST_WeaponNormal",1,0,0,9,5,2,1,0
object category "T_ST_ArmorNormal",1,0,0,9,5,2,1,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,9,5,2,1,0
new treasuretable "Luck10"
new subtable "0,14;1,1"
object category "T_ST_WeaponNormal",1,0,0,4,5,2,1,0
object category "T_ST_ArmorNormal",1,0,0,4,5,2,1,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,4,5,2,1,0
new treasuretable "ST_ArmorNormal"
new subtable "1,1"
StartLevel "1"
EndLevel "2"
object category "T_ST_LightArmor",1,1,0,0,0,0,0,0
object category "T_ST_MageArmor",1,1,0,0,0,0,0,0
new subtable "1,1"
StartLevel "2"
object category "T_ST_LightArmor",1,1,0,0,0,0,0,0
object category "T_ST_HeavyArmor",1,1,0,0,0,0,0,0
object category "T_ST_MageArmor",1,1,0,0,0,0,0,0
new treasuretable "ST_WandNormal"
new subtable "1,1"
object category "WandFire",1,1,0,0,0,0,0,0
object category "WandWater",1,1,0,0,0,0,0,0
object category "WandAir",1,1,0,0,0,0,0,0
object category "WandPoison",1,1,0,0,0,0,0,0
object category "WandEarth",1,1,0,0,0,0,0,0
new treasuretable "ST_StaffNormal"
new subtable "1,1"
object category "StaffFire",1,1,0,0,0,0,0,0
object category "StaffWater",1,1,0,0,0,0,0,0
object category "StaffAir",1,1,0,0,0,0,0,0
object category "StaffPoison",1,1,0,0,0,0,0,0
object category "StaffEarth",1,1,0,0,0,0,0,0
new treasuretable "ST_AMER_TEST"
new subtable "6,1"
object category "T_ST_WeaponNormal",1,0,1,2,3,4,3,0
new subtable "6,1"
object category "T_ST_ArmorNormal",1,0,1,2,3,4,3,0
new subtable "4,1"
object category "T_ST_RingAmuletBeltNormal",1,0,1,2,3,4,3,0
new subtable "1,1"
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new subtable "6,1"
object category "T_Specific_Rune",1,0,0,0,0,0,0,0
new treasuretable "TinyBoss"
new subtable "1,1"
object category "T_ST_WeaponNormal",1,0,35,35,25,4,1,0
object category "T_ST_ArmorNormal",1,0,35,35,25,4,1,0
object category "T_ST_RingAmuletBeltNormal",1,0,35,35,25,4,1,0
new subtable "1,1"
object category "T_ST_Skillbook",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Gold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Rune",1,0,0,0,0,0,0,0
new subtable "0,2;1,1"
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new treasuretable "MiniBoss"
new subtable "2,1"
object category "T_ST_WeaponNormal",1,0,0,70,25,3,2,0
object category "T_ST_ArmorNormal",1,0,0,70,25,3,2,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,70,25,3,2,0
new subtable "1,1"
object category "T_ST_WeaponNormal",1,0,0,25,20,3,2,0
object category "T_ST_ArmorNormal",1,0,0,25,20,3,2,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,25,20,3,2,0
new subtable "1,1"
object category "T_ST_Skillbook",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Gold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Rune",1,0,0,0,0,0,0,0
new subtable "0,1;1,1"
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new treasuretable "MiniBoss_ArtifactAlways"
new subtable "2,1"
object category "T_ST_WeaponNormal",1,0,0,70,25,3,2,0
object category "T_ST_ArmorNormal",1,0,0,70,25,3,2,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,70,25,3,2,0
new subtable "1,1"
object category "T_ST_WeaponNormal",1,0,0,25,20,3,2,0
object category "T_ST_ArmorNormal",1,0,0,25,20,3,2,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,25,20,3,2,0
new subtable "1,1"
object category "T_ST_Skillbook",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Gold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Rune",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
object category "I_AMER_LOOT_UNI_ArtifactQuestChoiceToken",1,0,0,0,0,0,0,0
new treasuretable "MiniBoss_ProteanAlways"
new subtable "2,1"
object category "T_ST_WeaponNormal",1,0,0,70,25,3,2,0
object category "T_ST_ArmorNormal",1,0,0,70,25,3,2,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,70,25,3,2,0
new subtable "1,1"
object category "T_ST_WeaponNormal",1,0,0,25,20,3,2,0
object category "T_ST_ArmorNormal",1,0,0,25,20,3,2,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,25,20,3,2,0
new subtable "1,1"
object category "T_ST_Skillbook",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Gold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Rune",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_AMER_LOOT_UNI_ArtifactQuestChoiceToken",1,0,0,0,0,0,0,0
new treasuretable "MegaBoss"
new subtable "1,1"
object category "T_ST_ArmorNormal",1,0,0,25,20,3,2,0
object category "T_ST_WeaponNormal",1,0,0,25,20,3,2,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,25,20,3,2,0
new subtable "1,1"
object category "T_ST_WeaponNormal",1,0,0,0,0,1,0,0
object category "T_ST_ArmorNormal",1,0,0,0,0,1,0,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,0,0,1,0,0
new subtable "1,1"
object category "T_ST_Skillbook",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Gold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Rune",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_AMER_LOOT_UNI_ArtifactQuestChoiceToken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_ArmorNormal",1,0,0,0,0,0,1,0
object category "T_ST_WeaponNormal",1,0,0,0,0,0,1,0
object category "T_ST_RingAmuletBeltNormal",1,0,0,0,0,0,1,0
new treasuretable "RewardCombat"
new subtable "1,1"
object category "T_ST_RewardCombat_Group_1",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_2",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_3",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_4",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_5",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_6",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_7",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_8",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_9",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_10",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_11",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_12",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_13",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_14",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_15",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_16",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_17",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_18",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_19",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_20",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_21",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_22",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_23",2,0,0,0,0,0,0,0
object category "T_ST_RewardCombat_Group_24",2,0,0,0,0,0,0,0
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new treasuretable "RewardMedium"
new subtable "1,1"
object category "T_ST_Medium_Group_1",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_2",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_3",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_4",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_5",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_6",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_7",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_8",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_9",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_10",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_11",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_12",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_13",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_14",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_15",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_17",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_18",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_19",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_20",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_21",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_22",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_23",1,0,0,0,0,0,0,0
object category "T_ST_Medium_Group_24",1,0,0,0,0,0,0,0
object category "T_ST_AMER_UNI",1,0,0,0,0,0,0,0
new treasuretable "RewardBig"
new subtable "1,1"
object category "T_ST_WeaponNormal",9,0,0,0,6,3,1,0
object category "T_ST_ArmorNormal",9,0,0,0,6,3,1,0
object category "T_ST_RingAmuletBeltNormal",9,0,0,0,6,3,1,0
object category "T_ST_AMER_UNI",2,0,0,0,0,0,0,0
object category "I_AMER_LOOT_UNI_ArtifactQuestChoiceToken",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Legendary_3",1,0,0,0,0,0,0,0
new treasuretable "ST_SmallThings"
new subtable "1,1"
object category "I_LOOT_Rope_A",2,0,0,0,0,0,0,0
object category "I_LOOT_Needle_A",2,0,0,0,0,0,0,0
object category "I_LOOT_Thread_A",2,0,0,0,0,0,0,0
object category "I_LOOT_WoodenStick_A",2,0,0,0,0,0,0,0
object category "I_LOOT_MetalShard_A",1,0,0,0,0,0,0,0
object category "I_LOOT_Scraps_Metal_A",1,0,0,0,0,0,0,0
object category "I_LOOT_PieceOfRock_A",1,0,0,0,0,0,0,0
object category "I_CON_Potion_Empty_A",2,0,0,0,0,0,0,0
object category "I_ITEM_Nails",2,0,0,0,0,0,0,0
object category "I_ITEM_Soap",2,0,0,0,0,0,0,0
object category "I_ITEM_BrokenBottle",1,0,0,0,0,0,0,0
object category "I_ITEM_EmptyBottle",2,0,0,0,0,0,0,0
object category "I_CON_Drink_Cup_A_Empty",1,0,0,0,0,0,0,0
object category "I_CON_Drink_Mug_A_Empty",1,0,0,0,0,0,0,0
object category "I_ITEM_Spoon",2,0,0,0,0,0,0,0
object category "I_ITEM_CuttingBoard",1,0,0,0,0,0,0,0
object category "I_FUR_Cutlery_Fork_A",2,0,0,0,0,0,0,0
object category "I_TOOL_Trap_DisarmToolkit",1,0,0,0,0,0,0,0
object category "I_TOOL_IdentifyingGlass",1,0,0,0,0,0,0,0
object category "I_BOOK_Paper_Sheet_A",2,0,0,0,0,0,0,0
object category "I_LOOT_Tooth_A",1,0,0,0,0,0,0,0
object category "I_LOOT_Tooth_A_Sharp",1,0,0,0,0,0,0,0
object category "I_LOOT_Claw_A",1,0,0,0,0,0,0,0
object category "I_LOOT_Claw_A_Sharp",1,0,0,0,0,0,0,0
object category "I_LOOT_Feather_A",2,0,0,0,0,0,0,0
object category "I_LOOT_Paw_A_Rabbit_A",2,0,0,0,0,0,0,0
object category "I_LOOT_Hair_A",2,0,0,0,0,0,0,0
object category "I_LOOT_Wool_A",2,0,0,0,0,0,0,0
object category "I_LOOT_Skull_Bird_A",2,0,0,0,0,0,0,0
object category "I_TOOL_Figurine_Wood_A",1,0,0,0,0,0,0,0
object category "I_LOOT_Foot_Chicken_A",1,0,0,0,0,0,0,0
object category "I_LOOT_Foot_Chicken_A_Big",1,0,0,0,0,0,0,0
object category "I_LOOT_Toy_TeddyBearClean",1,0,0,0,0,0,0,0
object category "I_LOOT_Toy_TeddyBearWornOff",1,0,0,0,0,0,0,0
object category "I_LOOT_Toy_WoodenBlocks_A",1,0,0,0,0,0,0,0
object category "I_LOOT_Toy_WoodenBlocks_B",1,0,0,0,0,0,0,0
object category "I_LOOT_Toy_WoodenBlocks_C",1,0,0,0,0,0,0,0
object category "I_LOOT_Toy_WoodenBlocks_D",1,0,0,0,0,0,0,0
object category "I_LOOT_Ink_Pot_A",2,0,0,0,0,0,0,0
object category "AMER_Dyes",1,0,0,0,0,0,0,0
new treasuretable "ST_Generic_Group_5"
new subtable "1,9;2,1"
StartLevel "1"
EndLevel "8"
object category "T_ST_Arrows",2,0,0,0,0,0,0,0
object category "T_ST_Scroll",2,0,0,0,0,0,0,0
object category "T_ST_Grenades",2,0,0,0,0,0,0,0
object category "HealingPotion",4,0,0,0,0,0,0,0
object category "NeoGoldReward_Small",6,0,0,0,0,0,0,0
new subtable "1,9;2,1"
StartLevel "9"
object category "T_ST_Arrows",2,0,0,0,0,0,0,0
object category "T_ST_Scroll",2,0,0,0,0,0,0,0
object category "T_ST_Grenades",2,0,0,0,0,0,0,0
object category "HealingPotion",4,0,0,0,0,0,0,0
object category "SmallGold",6,0,0,0,0,0,0,0
object category "AMER_Dyes",1,0,0,0,0,0,0,0
new treasuretable "ST_Generic_Group_1"
new subtable "1,6;2,1"
object category "Junk",18,0,0,0,0,0,0,0
object category "Painting",2,0,0,0,0,0,0,0
object category "Wood",2,0,0,0,0,0,0,0
object category "Tool",2,0,0,0,0,0,0,0
object category "AMER_Dyes",1,0,0,0,0,0,0,0
new treasuretable "TraderAlchemy"
new subtable "1,1"
object category "T_IngredientTrader",1,0,0,0,0,0,0,0
new subtable "8,1;10,1;12,1"
object category "AMER_Dyes",1,0,0,0,0,0,0,0
new treasuretable "TraderPotions"
new subtable "1,1"
object category "T_ST_PotionsTrader",1,0,0,0,0,0,0,0
new subtable "6,1"
object category "I_SCROLL_Resurrect",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Trader Gold",1,0,0,0,0,0,0,0
new subtable "8,1;10,1;12,1"
object category "AMER_Dyes",1,0,0,0,0,0,0,0
new treasuretable "TraderEquipment"
new subtable "1,1"
object category "T_ST_ArmorGenTrader",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_WeaponGenTrader",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_ST_Arrows",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_ST_Scroll",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_ST_Grenades",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "Trader Gold",1,0,0,0,0,0,0,0
new subtable "7,1"
object category "I_SCROLL_Resurrect",1,0,0,0,0,0,0,0
new subtable "8,1;10,1;12,1"
object category "AMER_Dyes",1,0,0,0,0,0,0,0
new treasuretable "ST_Skillbook_FireTrainer"
MinLevel "-30"
MaxLevel "0"
new subtable "1,1"
object category "I_SKILLBOOK_Fire_Haste",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_Ignition",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_BurnMyEyes",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_FlamingDaggers",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_SKILLBOOK_Fire_SpontaneousCombustion",1,0,0,0,0,0,0,0
new subtable "1,1"
